"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location","distrito"
"222017544",801,NA,"ASSAULT - SIMPLE","D4",NA,0,"2022-03-13 04:35:00",2022,3,"Sunday",4,NA,"HARRISON AVE",42.3432979459581,-71.0645809642492,"(42.34329794595815, -71.06458096424923)","South End"
"222017542",423,NA,"ASSAULT - AGGRAVATED","A1",NA,0,"2022-03-13 04:44:00",2022,3,"Sunday",4,NA,"ESSEX ST & EDINBORO ST
BOSTON  MA 02111
UNITED STA",42.3525000051191,-71.0597900468082,"(42.35250000511908, -71.05979004680823)","Downtown"
"222017543",1402,NA,"VANDALISM","C11",NA,0,"2022-03-13 04:44:00",2022,3,"Sunday",4,NA,"WASHINGTON ST",42.289622384736,-71.0714194254056,"(42.28962238473601, -71.07141942540562)","Dorchester"
"222019947",801,NA,"ASSAULT - SIMPLE","A1",77,0,"2022-03-13 05:07:00",2022,3,"Sunday",5,NA,"NEW SUDBURY ST",42.3618385665647,-71.0597648909416,"(42.361838566564714, -71.05976489094158)","Downtown"
"222017548",1402,NA,"VANDALISM","C11",NA,0,"2022-03-13 06:34:00",2022,3,"Sunday",6,NA,"ADAMS ST",42.3065878580598,-71.0620725467529,"(42.30658785805976, -71.06207254675292)","Dorchester"
"222017550",1402,NA,"VANDALISM","B2",NA,0,"2022-03-13 07:07:00",2022,3,"Sunday",7,NA,"HARTWELL ST",42.3093638008726,-71.08416777255,"(42.30936380087264, -71.08416777254996)","Roxbury"
"222017954",1402,NA,"VANDALISM","C11",355,0,"2022-03-13 08:00:00",2022,3,"Sunday",8,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222017833",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",NA,0,"2022-03-13 09:00:00",2022,3,"Sunday",9,NA,"ROACH ST",42.3105657478872,-71.0582267558467,"(42.31056574788715, -71.05822675584672)","Dorchester"
"222017569",613,NA,"LARCENY SHOPLIFTING","E13",635,0,"2022-03-13 09:01:00",2022,3,"Sunday",9,NA,"CENTRE ST",42.3192934340632,-71.1117823595012,"(42.31929343406324, -71.11178235950122)","Jamaica Plain"
"222017562",301,NA,"ROBBERY","D14",NA,0,"2022-03-13 09:32:00",2022,3,"Sunday",9,NA,"BRIGHTON AVE",42.3526660141443,-71.1297434816031,"(42.35266601414431, -71.1297434816031)","Allston"
"222017564",801,NA,"ASSAULT - SIMPLE","A7",33,0,"2022-03-13 09:32:00",2022,3,"Sunday",9,NA,"SUMNER ST",42.3642980332619,-71.0291726028953,"(42.36429803326189, -71.02917260289527)","East Boston"
"222017566",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-03-13 09:54:00",2022,3,"Sunday",9,NA,"BOYLSTON ST",42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)","Fenway"
"222017576",613,NA,"LARCENY SHOPLIFTING","B2",NA,0,"2022-03-13 10:50:00",2022,3,"Sunday",10,NA,"BLUE HILL AVE",42.308969992788,-71.0828483864105,"(42.308969992788, -71.08284838641052)","Roxbury"
"222017781",619,NA,"LARCENY ALL OTHERS","B2",280,0,"2022-03-13 11:30:00",2022,3,"Sunday",11,NA,"DUDLEY ST",42.3287258857203,-71.0838221696801,"(42.32872588572028, -71.08382216968015)","Roxbury"
"222017627",1402,NA,"VANDALISM","C6",200,0,"2022-03-13 11:41:00",2022,3,"Sunday",11,NA,"W BROADWAY",42.3412875043904,-71.054679326494,"(42.341287504390436, -71.05467932649397)","South Boston Waterfront"
"222017585",801,NA,"ASSAULT - SIMPLE","D14",NA,0,"2022-03-13 12:00:00",2022,3,"Sunday",12,NA,"COMMONWEALTH AVE & LAKE ST
BRIGHTON  MA 02467
UNIT",42.3399169854695,-71.1661259594071,"(42.33991698546948, -71.16612595940708)","Brighton"
"222017613",613,NA,"LARCENY SHOPLIFTING","D4",143,0,"2022-03-13 14:11:00",2022,3,"Sunday",14,NA,"BOYLSTON ST",42.348623815555,-71.0827763708641,"(42.348623815554966, -71.08277637086411)","Back Bay"
"222017633",1402,NA,"VANDALISM","B2",NA,0,"2022-03-13 14:25:00",2022,3,"Sunday",14,NA,"CLIFFORD ST",42.3198544347868,-71.0797251817525,"(42.319854434786805, -71.07972518175252)","Roxbury"
"222017625",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-03-13 15:15:00",2022,3,"Sunday",15,NA,"BOYLSTON ST",42.348623815555,-71.0827763708641,"(42.348623815554966, -71.08277637086411)","Back Bay"
"222017701",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","A1",77,0,"2022-03-13 16:30:00",2022,3,"Sunday",16,NA,"NEW SUDBURY ST",42.3618385665647,-71.0597648909416,"(42.361838566564714, -71.05976489094158)","Downtown"
"222017643",613,NA,"LARCENY SHOPLIFTING","B2",NA,0,"2022-03-13 17:07:00",2022,3,"Sunday",17,NA,"BLUE HILL AVE",42.308969992788,-71.0828483864105,"(42.308969992788, -71.08284838641052)","Roxbury"
"222017642",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-03-13 17:18:00",2022,3,"Sunday",17,NA,"MASSACHUSETTS AVE",42.3443956841544,-71.0863201634481,"(42.34439568415443, -71.08632016344815)","Fenway"
"222017664",301,NA,"ROBBERY","C11",NA,0,"2022-03-13 18:24:00",2022,3,"Sunday",18,NA,"DORCHESTER AVE",42.3102145854103,-71.0578300887533,"(42.310214585410314, -71.05783008875328)","Dorchester"
"222017762",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-03-13 19:00:00",2022,3,"Sunday",19,NA,"BOYLSTON ST",42.3509590879459,-71.0741278007508,"(42.350959087945945, -71.07412780075079)","Back Bay"
"222017681",1402,NA,"VANDALISM","C11",NA,0,"2022-03-13 19:45:00",2022,3,"Sunday",19,NA,"E COTTAGE ST",42.31853244978,-71.0577899816053,"(42.31853244977995, -71.05778998160534)","Dorchester"
"222017690",801,NA,"ASSAULT - SIMPLE","B2",NA,0,"2022-03-13 20:47:00",2022,3,"Sunday",20,NA,"MAYWOOD ST",42.3167954150061,-71.079645623217,"(42.31679541500612, -71.079645623217)","Roxbury"
"222017710",423,NA,"ASSAULT - AGGRAVATED","D4",NA,0,"2022-03-13 23:20:00",2022,3,"Sunday",23,NA,"HARRISON AVE",42.3351190394661,-71.0749170961373,"(42.33511903946614, -71.07491709613726)","South End"
"222017907",423,NA,"ASSAULT - AGGRAVATED","C6",NA,0,"2022-03-14 00:00:00",2022,3,"Monday",0,NA,"D ST",42.3394035892894,-71.0501527154842,"(42.3394035892894, -71.05015271548424)","South Boston"
"222018664",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",167,0,"2022-03-14 00:00:00",2022,3,"Monday",0,NA,"HARRISON AVE",42.3395419898301,-71.0694087696754,"(42.33954198983014, -71.06940876967543)","South End"
"222018166",1402,NA,"VANDALISM","B2",326,0,"2022-03-14 01:00:00",2022,3,"Monday",1,NA,"FAYSTON ST",42.3122432699369,-71.0754990066027,"(42.31224326993691, -71.07549900660268)","Roxbury"
"222017723",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-03-14 01:32:00",2022,3,"Monday",1,NA,"STATE ST",42.35928699659,-71.0537910158254,"(42.359286996590036, -71.05379101582544)","Downtown"
"222017836",1402,NA,"VANDALISM","D14",NA,0,"2022-03-14 02:14:00",2022,3,"Monday",2,NA,"HARVARD AVE",42.3548654151182,-71.1325932245606,"(42.3548654151182, -71.13259322456055)","Allston"
"222017738",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",NA,0,"2022-03-14 06:23:00",2022,3,"Monday",6,NA,"SUMNER ST",42.3195129122223,-71.0610984942487,"(42.319512912222315, -71.06109849424871)","Dorchester"
"222017739",801,NA,"ASSAULT - SIMPLE","B3",470,0,"2022-03-14 06:46:00",2022,3,"Monday",6,NA,"COLORADO ST",42.2777931095055,-71.0991723903226,"(42.277793109505545, -71.09917239032264)","Mattapan"
"222017753",613,NA,"LARCENY SHOPLIFTING","C6",NA,0,"2022-03-14 07:52:00",2022,3,"Monday",7,NA,"ALLSTATE RD",42.3301564636251,-71.0629860389594,"(42.330156463625116, -71.0629860389594)","South End"
"222017767",1402,NA,"VANDALISM","A1",NA,0,"2022-03-14 08:03:00",2022,3,"Monday",8,NA,"PROVINCE ST",42.3569303033852,-71.0600500843435,"(42.35693030338516, -71.06005008434349)","Downtown"
"222017755",423,NA,"ASSAULT - AGGRAVATED","C11",NA,0,"2022-03-14 08:14:00",2022,3,"Monday",8,NA,"DORCHESTER AVE",42.2843981982829,-71.0646837328861,"(42.2843981982829, -71.06468373288614)","Dorchester"
"222018150",619,NA,"LARCENY ALL OTHERS","A1",92,0,"2022-03-14 09:00:00",2022,3,"Monday",9,NA,"CITY HALL PLZ",42.3597213648541,-71.0585236011413,"(42.35972136485405, -71.05852360114129)","Downtown"
"222017763",801,NA,"ASSAULT - SIMPLE","D4",NA,0,"2022-03-14 09:07:00",2022,3,"Monday",9,NA,"PETERBOROUGH ST",42.343393880355,-71.0984928204013,"(42.34339388035499, -71.09849282040126)","Fenway"
"222017770",613,NA,"LARCENY SHOPLIFTING","B3",NA,0,"2022-03-14 09:36:00",2022,3,"Monday",9,NA,"RIVER ST",42.2713022537202,-71.0744236196583,"(42.27130225372019, -71.07442361965835)","Mattapan"
"222017838",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",339,0,"2022-03-14 10:00:00",2022,3,"Monday",10,NA,"HANCOCK ST",42.3092330002132,-71.0595359994509,"(42.30923300021321, -71.0595359994509)","Dorchester"
"222017773",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",NA,0,"2022-03-14 10:20:00",2022,3,"Monday",10,NA,"E LENOX ST",42.3343738410124,-71.0779318799532,"(42.334373841012436, -71.07793187995318)","South End"
"222017806",619,NA,"LARCENY ALL OTHERS","A1",84,0,"2022-03-14 11:11:00",2022,3,"Monday",11,NA,"N BENNET ST",42.3652466178707,-71.0541602668971,"(42.365246617870724, -71.05416026689714)","North End"
"222018062",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C6",200,0,"2022-03-14 12:00:00",2022,3,"Monday",12,NA,"W BROADWAY",42.3412875043904,-71.054679326494,"(42.341287504390436, -71.05467932649397)","South Boston Waterfront"
"222017812",1402,NA,"VANDALISM","E18",NA,0,"2022-03-14 12:00:00",2022,3,"Monday",12,NA,"CANTERBURY ST",42.2785493068867,-71.1210337310664,"(42.278549306886674, -71.12103373106643)","Roslindale"
"222017820",520,NA,"BURGLARY - RESIDENTIAL","B2",NA,0,"2022-03-14 12:02:00",2022,3,"Monday",12,NA,"DUDLEY ST",42.3285093992766,-71.0804373934036,"(42.32850939927665, -71.08043739340364)","Roxbury"
"222017816",613,NA,"LARCENY SHOPLIFTING","D4",NA,0,"2022-03-14 12:26:00",2022,3,"Monday",12,NA,"BOYLSTON ST",42.3509590879459,-71.0741278007508,"(42.350959087945945, -71.07412780075079)","Back Bay"
"222017823",423,NA,"ASSAULT - AGGRAVATED","D14",NA,0,"2022-03-14 12:46:00",2022,3,"Monday",12,NA,"BRIGHTON AVE",42.3531016628555,-71.1334224663316,"(42.35310166285552, -71.1334224663316)","Allston"
"222019804",615,NA,"LARCENY THEFT OF MV PARTS & ACCESSORIES","A7",34,0,"2022-03-14 14:30:00",2022,3,"Monday",14,NA,"WEBSTER ST",42.364693686567,-71.0304836133406,"(42.36469368656701, -71.03048361334064)","East Boston"
"222017874",801,NA,"ASSAULT - SIMPLE","C11",NA,0,"2022-03-14 16:00:00",2022,3,"Monday",16,NA,"HANCOCK ST",42.3085503265275,-71.0587470327092,"(42.30855032652753, -71.0587470327092)","Dorchester"
"222018347",1402,NA,"VANDALISM","C11",NA,0,"2022-03-14 16:00:00",2022,3,"Monday",16,NA,"MERCIER AVE",42.2827969618196,-71.0660588058263,"(42.282796961819585, -71.0660588058263)","Dorchester"
"222020315",423,NA,"ASSAULT - AGGRAVATED","E13",574,0,"2022-03-14 16:18:00",2022,3,"Monday",16,NA,"WASHINGTON ST",42.3097185676727,-71.1042943178765,"(42.30971856767274, -71.10429431787648)","Jamaica Plain"
"222017918",801,NA,"ASSAULT - SIMPLE","C11",380,0,"2022-03-14 17:43:00",2022,3,"Monday",17,NA,"GALLIVAN BLVD",42.2837003080534,-71.0477614298657,"(42.28370030805341, -71.04776142986567)","Dorchester"
"222017938",613,NA,"LARCENY SHOPLIFTING","C6",NA,0,"2022-03-14 18:00:00",2022,3,"Monday",18,NA,"ALLSTATE RD",42.3269664713639,-71.0619860658484,"(42.32696647136389, -71.06198606584843)","South End"
"222017940",619,NA,"LARCENY ALL OTHERS","B2",NA,0,"2022-03-14 18:22:00",2022,3,"Monday",18,NA,"WAKULLAH ST",42.3224303169373,-71.0862706438185,"(42.32243031693727, -71.08627064381848)","Roxbury"
"222017936",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-03-14 18:47:00",2022,3,"Monday",18,NA,"WASHINGTON ST",42.355123390368,-71.0608797985164,"(42.355123390368036, -71.06087979851635)","Downtown"
"222017956",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-03-14 20:07:00",2022,3,"Monday",20,NA,"CITY HALL PLZ",42.3597213648541,-71.0585236011413,"(42.35972136485405, -71.05852360114129)","Downtown"
"222017960",801,NA,"ASSAULT - SIMPLE","D4",NA,0,"2022-03-14 20:10:00",2022,3,"Monday",20,NA,"WASHINGTON ST",42.3381638652417,-71.0746121662475,"(42.33816386524174, -71.0746121662475)","South End"
"222018075",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",355,0,"2022-03-14 20:15:00",2022,3,"Monday",20,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222018177",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C6",200,0,"2022-03-14 20:45:00",2022,3,"Monday",20,NA,"W BROADWAY",42.3412875043904,-71.054679326494,"(42.341287504390436, -71.05467932649397)","South Boston Waterfront"
"222017987",613,NA,"LARCENY SHOPLIFTING","B2",NA,0,"2022-03-14 20:55:00",2022,3,"Monday",20,NA,"BLUE HILL AVE",42.308969992788,-71.0828483864105,"(42.308969992788, -71.08284838641052)","Roxbury"
"222018454",615,NA,"LARCENY THEFT OF MV PARTS & ACCESSORIES","A7",28,0,"2022-03-14 21:00:00",2022,3,"Monday",21,NA,"PARIS ST",42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.03929078135145)","East Boston"
"222017965",1402,NA,"VANDALISM","C11",355,0,"2022-03-14 21:19:00",2022,3,"Monday",21,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222017977",801,NA,"ASSAULT - SIMPLE","E13",NA,0,"2022-03-14 21:20:00",2022,3,"Monday",21,NA,"AMORY AVE",42.320665343805,-71.1000498725617,"(42.32066534380498, -71.10004987256167)","Mission Hill"
"222017983",423,NA,"ASSAULT - AGGRAVATED","B2",287,0,"2022-03-14 21:30:00",2022,3,"Monday",21,NA,"WASHINGTON ST",42.3304411329478,-71.0837348099027,"(42.33044113294782, -71.08373480990272)","Roxbury"
"222018136",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",355,0,"2022-03-14 21:30:00",2022,3,"Monday",21,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222018050",1402,NA,"VANDALISM","A7",28,0,"2022-03-14 21:45:00",2022,3,"Monday",21,NA,"PARIS ST",42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.03929078135145)","East Boston"
"222017990",423,NA,"ASSAULT - AGGRAVATED","A1",NA,0,"2022-03-14 22:36:00",2022,3,"Monday",22,NA,"TREMONT ST & LAGRANGE ST
BOSTON  MA 02116
UNITED S",42.3516899633453,-71.0647199891761,"(42.35168996334534, -71.06471998917607)","Beacon Hill"
"222018386",801,NA,"ASSAULT - SIMPLE","D4",167,0,"2022-03-15 00:00:00",2022,3,"Tuesday",0,NA,"HARRISON AVE",42.3395419898301,-71.0694087696754,"(42.33954198983014, -71.06940876967543)","South End"
"222018253",520,NA,"BURGLARY - RESIDENTIAL","B2",264,0,"2022-03-15 00:00:00",2022,3,"Tuesday",0,NA,"BLUE HILL AVE",42.320160953205,-71.0777728977818,"(42.32016095320501, -71.07777289778177)","Roxbury"
"222018184",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","B2",260,0,"2022-03-15 00:00:00",2022,3,"Tuesday",0,NA,"ROBIN HOOD ST",42.317652969041,-71.0712115603944,"(42.317652969040985, -71.07121156039437)","Roxbury"
"222017998",1402,NA,"VANDALISM","B2",NA,0,"2022-03-15 00:07:00",2022,3,"Tuesday",0,NA,"DUDLEY ST & MALCOLM X BLVD
ROXBURY  MA 02119
UNITE",42.3289379775978,-71.0850640539344,"(42.32893797759783, -71.08506405393445)","Roxbury"
"222018005",801,NA,"ASSAULT - SIMPLE","B2",NA,0,"2022-03-15 01:27:00",2022,3,"Tuesday",1,NA,"DEWEY ST",42.3167669100735,-71.0771405385304,"(42.316766910073476, -71.07714053853037)","Roxbury"
"222018007",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-03-15 02:10:00",2022,3,"Tuesday",2,NA,"COMMERCIAL ST",42.3595272136621,-71.0535883930941,"(42.35952721366211, -71.0535883930941)","Downtown"
"222018008",801,NA,"ASSAULT - SIMPLE","A1",NA,0,"2022-03-15 02:32:00",2022,3,"Tuesday",2,NA,"STUART ST",42.3510310459293,-71.0637333102007,"(42.35103104592933, -71.06373331020067)","Beacon Hill"
"222018461",1402,NA,"VANDALISM","A15",NA,0,"2022-03-15 04:30:00",2022,3,"Tuesday",4,NA,"WALFORD WAY",42.3788271300645,-71.0589469340665,"(42.378827130064515, -71.05894693406647)","Charlestown"
"222018015",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","B3",NA,0,"2022-03-15 04:48:00",2022,3,"Tuesday",4,NA,"ALMONT ST",42.2752767031409,-71.0955424537511,"(42.27527670314086, -71.09554245375111)","Mattapan"
"222021911",520,NA,"BURGLARY - RESIDENTIAL","C6",NA,0,"2022-03-15 07:00:00",2022,3,"Tuesday",7,NA,"COLONEL MICHAEL J. MCDONOUGH WAY",42.3279048201765,-71.0530558337608,"(42.32790482017649, -71.0530558337608)","South Boston"
"222018042",613,NA,"LARCENY SHOPLIFTING","D4",619,0,"2022-03-15 08:14:00",2022,3,"Tuesday",8,NA,"MASSACHUSETTS AVE",42.3443956841544,-71.0863201634481,"(42.34439568415443, -71.08632016344815)","Fenway"
"222018079",801,NA,"ASSAULT - SIMPLE","A1",73,0,"2022-03-15 08:46:00",2022,3,"Tuesday",8,NA,"CENTER PLZ",42.3598837223073,-71.0601618911374,"(42.35988372230729, -71.06016189113743)","Downtown"
"222018040",1402,NA,"VANDALISM","A1",NA,0,"2022-03-15 09:54:00",2022,3,"Tuesday",9,NA,"ANTHONY RIP VALENTI WAY & N WASHINGTON ST
BOSTON  ",42.3651820118061,-71.0583509588994,"(42.36518201180606, -71.05835095889942)","North End"
"222018632",619,NA,"LARCENY ALL OTHERS","A15",41,0,"2022-03-15 10:40:00",2022,3,"Tuesday",10,NA,"VINE ST",42.3766316681323,-71.0559319549787,"(42.37663166813234, -71.05593195497872)","Charlestown"
"222018112",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-03-15 11:10:00",2022,3,"Tuesday",11,NA,"WASHINGTON ST",42.356486304603,-71.0592814493937,"(42.35648630460298, -71.05928144939367)","Downtown"
"222018080",613,NA,"LARCENY SHOPLIFTING","C6",NA,0,"2022-03-15 11:49:00",2022,3,"Tuesday",11,NA,"DORCHESTER ST",42.330901349711,-71.0541573051388,"(42.33090134971103, -71.05415730513884)","South Boston"
"222018076",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D14",778,0,"2022-03-15 11:54:00",2022,3,"Tuesday",11,NA,"WASHINGTON ST",42.3490560003051,-71.1504984997502,"(42.34905600030506, -71.15049849975023)","Brighton"
"222032124",619,NA,"LARCENY ALL OTHERS","A7",10,0,"2022-03-15 12:00:00",2022,3,"Tuesday",12,NA,"GLADSTONE ST",42.3900743043726,-71.0089857068374,"(42.3900743043726, -71.00898570683742)","East Boston"
"222018086",613,NA,"LARCENY SHOPLIFTING","B2",NA,0,"2022-03-15 12:10:00",2022,3,"Tuesday",12,NA,"WASHINGTON ST",42.3304411329478,-71.0837348099027,"(42.33044113294782, -71.08373480990272)","Roxbury"
"222018106",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","E5",NA,0,"2022-03-15 12:12:00",2022,3,"Tuesday",12,NA,"BLUE LEDGE DR",42.2725360554771,-71.1362291914001,"(42.27253605547712, -71.13622919140008)","Roslindale"
"222018115",423,NA,"ASSAULT - AGGRAVATED","A7",32,0,"2022-03-15 13:10:00",2022,3,"Tuesday",13,NA,"PORTER ST",42.3703723793805,-71.0314480243285,"(42.37037237938048, -71.0314480243285)","East Boston"
"222018118",801,NA,"ASSAULT - SIMPLE","A1",111,0,"2022-03-15 13:47:00",2022,3,"Tuesday",13,NA,"BOYLSTON ST",42.3523118967664,-71.0637051009578,"(42.35231189676638, -71.06370510095782)","Beacon Hill"
"222018335",801,NA,"ASSAULT - SIMPLE","B3",NA,0,"2022-03-15 13:53:00",2022,3,"Tuesday",13,NA,"MILDRED AVE",42.2766538766657,-71.0912160590466,"(42.27665387666573, -71.09121605904659)","Mattapan"
"222018708",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",167,0,"2022-03-15 14:30:00",2022,3,"Tuesday",14,NA,"HARRISON AVE",42.3395419898301,-71.0694087696754,"(42.33954198983014, -71.06940876967543)","South End"
"222018147",423,NA,"ASSAULT - AGGRAVATED","C11",362,0,"2022-03-15 14:50:00",2022,3,"Tuesday",14,NA,"WASHINGTON ST",42.2913161278971,-71.0717029279606,"(42.29131612789713, -71.07170292796064)","Dorchester"
"222018404",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",355,0,"2022-03-15 15:00:00",2022,3,"Tuesday",15,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222018215",1402,NA,"VANDALISM","C11",NA,0,"2022-03-15 16:06:00",2022,3,"Tuesday",16,NA,"DORCHESTER AVE",42.2865733368124,-71.0640837396326,"(42.28657333681241, -71.06408373963264)","Dorchester"
"222018169",423,NA,"ASSAULT - AGGRAVATED","C6",NA,0,"2022-03-15 16:15:00",2022,3,"Tuesday",16,NA,"W SEVENTH ST",42.3369785672759,-71.0550027718841,"(42.336978567275914, -71.05500277188412)","South Boston"
"222018442",619,NA,"LARCENY ALL OTHERS","E5",691,0,"2022-03-15 16:43:00",2022,3,"Tuesday",16,NA,"CENTRE ST",42.2870935525911,-71.1482212837716,"(42.28709355259107, -71.14822128377165)","West Roxbury"
"222018171",520,NA,"BURGLARY - RESIDENTIAL","B2",NA,0,"2022-03-15 16:49:00",2022,3,"Tuesday",16,NA,"SEAVER ST",42.312750307069,-71.0938873579778,"(42.312750307068974, -71.0938873579778)","Roxbury"
"222018305",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C6",NA,0,"2022-03-15 17:00:00",2022,3,"Tuesday",17,NA,"BOSTON ST",42.3256772610861,-71.0589683073945,"(42.32567726108613, -71.05896830739445)","South Boston"
"222018214",619,NA,"LARCENY ALL OTHERS","C11",355,0,"2022-03-15 17:20:00",2022,3,"Tuesday",17,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222018192",613,NA,"LARCENY SHOPLIFTING","A1",NA,0,"2022-03-15 17:34:00",2022,3,"Tuesday",17,NA,"WASHINGTON ST",42.355123390368,-71.0608797985164,"(42.355123390368036, -71.06087979851635)","Downtown"
"222018203",1402,NA,"VANDALISM","D4",NA,0,"2022-03-15 17:46:00",2022,3,"Tuesday",17,NA,"BERKELEY ST & BOYLSTON ST
BOSTON  MA 02116
UNITED ",42.3512499649542,-71.0730700368439,"(42.35124996495422, -71.07307003684389)","Back Bay"
"222018397",520,NA,"BURGLARY - RESIDENTIAL","B3",NA,0,"2022-03-15 18:00:00",2022,3,"Tuesday",18,NA,"MATTAPAN ST",42.2773250670025,-71.0948313884447,"(42.27732506700251, -71.09483138844469)","Mattapan"
"222018208",301,NA,"ROBBERY","A15",NA,0,"2022-03-15 18:19:00",2022,3,"Tuesday",18,NA,"AUSTIN ST",42.3753709302356,-71.0646850846701,"(42.37537093023556, -71.06468508467015)","Charlestown"
"222018206",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","A1",NA,0,"2022-03-15 18:21:00",2022,3,"Tuesday",18,NA,"COMMERCIAL ST",42.3673195159173,-71.0578905544192,"(42.36731951591734, -71.05789055441923)","North End"
"222018212",801,NA,"ASSAULT - SIMPLE","D14",NA,0,"2022-03-15 18:26:00",2022,3,"Tuesday",18,NA,"JETTE CT",42.3468274992136,-71.1431908647976,"(42.34682749921356, -71.14319086479756)","Brighton"
"222018256",706,NA,"AUTO THEFT - MOTORCYCLE / SCOOTER","D14",778,0,"2022-03-15 19:00:00",2022,3,"Tuesday",19,NA,"WASHINGTON ST",42.3490560003051,-71.1504984997502,"(42.34905600030506, -71.15049849975023)","Brighton"
"222018225",801,NA,"ASSAULT - SIMPLE","A7",NA,0,"2022-03-15 19:01:00",2022,3,"Tuesday",19,NA,"E EAGLE ST",42.3813360685021,-71.0292407377411,"(42.38133606850212, -71.0292407377411)","East Boston"
"222018223",613,NA,"LARCENY SHOPLIFTING","A7",NA,0,"2022-03-15 19:02:00",2022,3,"Tuesday",19,NA,"MERIDIAN ST",42.3759446849024,-71.0391178560308,"(42.3759446849024, -71.0391178560308)","East Boston"
"222018615",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",167,0,"2022-03-15 20:00:00",2022,3,"Tuesday",20,NA,"HARRISON AVE",42.3395419898301,-71.0694087696754,"(42.33954198983014, -71.06940876967543)","South End"
"222018237",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","C11",355,0,"2022-03-15 20:00:00",2022,3,"Tuesday",20,NA,"GIBSON ST",42.2975553295965,-71.0597091024257,"(42.29755532959655, -71.05970910242573)","Dorchester"
"222018359",614,NA,"LARCENY THEFT FROM MV - NON-ACCESSORY","D4",NA,0,"2022-03-15 21:00:00",2022,3,"Tuesday",21,NA,"HAVILAND ST",42.3462713949129,-71.0887259912778,"(42.34627139491294, -71.0887259912778)","Fenway"
"222018540",1402,NA,"VANDALISM","A7",NA,0,"2022-03-15 21:00:00",2022,3,"Tuesday",21,NA,"BORDER ST",42.3725051822672,-71.0415788870041,"(42.37250518226723, -71.04157888700409)","East Boston"
"222018254",613,NA,"LARCENY SHOPLIFTING","A7",NA,0,"2022-03-15 21:17:00",2022,3,"Tuesday",21,NA,"BORDER ST",42.3749933320471,-71.0398259634038,"(42.37499333204714, -71.03982596340381)","East Boston"
"222018262",801,NA,"ASSAULT - SIMPLE","D14",NA,0,"2022-03-15 21:35:00",2022,3,"Tuesday",21,NA,"COMMONWEALTH AVE",42.3504327263599,-71.1271047962809,"(42.350432726359855, -71.12710479628086)","Allston"
